twitter,ADE_or_not
FDA Investigates Deaths of Two People Taking Zyprexa 0,0
Waiting on the Trazodone to kick in.  Going shopping with Amanda Kaye & the fam tomorrow!  xD,0
"I have a life appointment tomorrow, and I'm going to cry to her about lamictal. Because it makes everything worse. I hate medication.",1
@nancyholtzman A gentle reminder that all SSRIs aren't created equal. Paroxetine associated w/ fetal heart defects while others appear safer,0
This morning drive is being brought to you by Vyvanse.,0
Trazodone really knocks you the fuck out.,0
@More11life It appears that this is a side effect of the levaquin I started on :( NOT COOL!!! Hopeful it goes away soon.,0
"14.11 day 17 Rivaroxaban diary. Still waiting for doctor to phone me ""around lunchtime"". Taken more paracetamol to dull the aches.",0
What's the Paxil for schools? -Underwood #Festschrift,0
I have 4 vyvanse left. Wow.,0
I usually hate texting with a passion but when I'm on that good vyvanse and Special K it ain't no stopin me #Ayoungniggakeepinthestreesclean,0
@jscottamy I think #Dexter needs a couple of those Paxil tonight!,0
"Just got a spam tweet saying they wanted to hire me. Their bio: ""A liberal is nothing but a communist on Prozac!"" Yeahno.",0
#BDS & #muslims boycott use of  #ISRAEL COPAXONE®  REBIF® Exelon® DOXIL® Azilect® GONAL ®etanercept- perpetuate #israel discriminating #arab,0
Fuckin wired! Not sleeping tonight. #Vyvanse #WhatDoIDo #Yuuuuup,1
"@thatonekiddd_ don't confuse your ""allergy pills"" for cymbalta lol",0
Sleep and nicotine deprived. Kill me?,0
@NBCLA it's interesting since nicotine and caffeine are both addictive substances,0
@SenSanders @deniseromano @BarackObama calm down Burnie time to take Prozac,0
"@MeganLCowan Venlafaxine, generic for Effexor. It's been the only med that REALLY helped in the 20 years I've had FM but...",0
@BbgRomanelli weird considered to the factive the one who tweeted it. If anyone knew I would. Grow up,0
"I hadn't felt legit depressed in a couple months, so just for fun I thought I'd run out of my Paxil.",0
My mom has had me on trazodone for 3 nights now and the side effects are fucking weird...,0
@Stephanie_Link $AMGN will be $140 soon. I am int med MD and love to give you my thesis re: Prolia.,0
All I want in life is to be skinny. Without drugs or vyvanse I want to achieve that. But. I. Love. Brownies.,0
"""Geodon can be used when other treatment options have shown to be ineffective."" @BenBHVoices",0
"@LauraG145 Been on Avonex (YUCK), Tysabri, & previous Copax.  Had exacerbations while on all!  Hmmm. I'll keep ya posted.",0
@LesterHoltNBC that menopause drug is similar to Paxil that has been linked to disc degeneration. Bone issues are an effect of menopause.,0
"Taking 4 times the amount of seroquel than I'm prescribed, smoking a big fat J, and sleeping for 15 hours... Happy fucking Friday!! :) :/ :(",0
ventral Tegmental area... fluoxetine:...hmmm,0
"@MrsArcticride I take Keppra and Zonisamide, ive taken Lamotrigine, but it never stopped any seizures for me.",0
"RT for Geodon, fav for lithium",0
Taking vyvanse for the first time in over a month and I feel like the Incredible Hulk. #butseriouslydoe #spazzing,0
mom can go back on her Prozac any day now...  #cantdeal #hypercritical,0
Levaquin will destroy your life It did mine,0
@wilde >worst and Fluoxetine to be the best.,0
Pop a #vyvanse I'm focused *whoop*,0
that hesitation had me worried. where's the paxil? #skywire,0
"Jessica Lange, Kathy Bates, Frances Conroy, Angela Bassett, Patti LuPone...the Boniva budget is going to be through the roof! #AHS",0
I'm about to drink 4 cups of coffee and take a vyvanse,0
@rcowsert This one takes Seroquel.,0
Poor thing was in a bad way when I got home. Diazepam has helped. Put him back on olanzapine so hopefully he'll be better tomorrow.,0
@Derbyshirecc #carersweek Still no reply. Still cut off and isolated...on Duloxetine and sick but still forced to care...well done!,1
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""",0
"Wow ""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""",0
"@sibbywibbs Yeah, my wife found the same problem with them. Fluoxetine, so far, seems to be side-effect free. Now 5 months in.",0
"@Kisaprincess I think the Enbrel side effects are terrible too, but at least I am down to one nasty drug instead of two! #smallvictories",0
I need a throat lozenge -- throat feels swolen,0
"Please, Seroquel, just knock me out already! ",0
even seroquel really can't keep the flood back,0
@Teri423 @BisonMom61 I won't take it. I'm an RN. I take Trazodone.,0
I wish I could take more than 1 Prozac. I'm depressed.,0
"Me: ""Effexor XR TID?""
Med Rec Tech: ""That's what pt says""
Me: ""Did you check w/their pharmacy?""
Tech: ""No""
I check: it's iii QD -__-",0
@thebeecharmer97 girl. U kill me. Y u just have cipro lying around? Lol it's ok definitely not first line. And most bronchitis is viral.,0
Sleeping my life away on #quetiapine. Fine by me.,1
"""How do u do it? U got me losing every breath. What did u give me to make my heart beat out my chest?"" #vyvanse",1
"CHMP recommends #Lemtrada for MS. High potency but risk of autoimmune reaction, so will be used after Tysabri. Forecast $700m in 7MM by 2021",0
"CHMP recommends #Lemtrada for MS. High potency but risk of autoimmune reaction, so will be used after Tysabri. Forecast $700m in 7MM by 2021",0
"@Milynda lamictal makes you sleepy at night, but I take it around 10 or so. Once you get in the system, you start falling asleep normally.",0
@CNN Mother Nature needs a Prozac. Those poor people need a break.,0
"Other news items: i need a throat lozenge, and im going for a run before i grill some chicken for my pops",0
"@anothermum Fortunately I had no other ill effects, but I wouldn't risk it again. Think Venlafaxine and Sertraline have the same issue too.",0
@jessielee122 You can say that again!  I trusted my doc and ended up crippled thanks to just 12 Cipro pills.  Going on 4 years now.,1
"@LeslieRott @dsymons @aclundberg I know! I was on Humira for a while. Out of all the biologics (H/E/R/C/A) I've taken, Orencia = easiest!",0
Going to see my #psychiatrist for the first time in a month this afternoon to get my #Seroquel refilled and things. Hopeful.:) #menalhealth,0
Anyone have a vyvanse or adderal I can buy? Need one! Or a few,0
Quetiapine - I slept!! Weirdo dreams and very drowsy this morning but I slept!!!,1
"@eborgman @marwilliamson YOU CAN DO IT!  Just got off of Seroquel and Lamictal recently.  Nutrition, exercise, laughter...try green juice!!!",0
Psychiatrist said I was doing better. The downside is that she wants me to stay on olanzapine till December. #appointment,0
"“@UberFacts: Bananas contain a natural chemical that can make a person happy, The same chemical found in Prozac.”

NOW ILL EAT BANANA ERRDAY",0
RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.//Sin albur.,0
@dianthusmed AbbVie suing EMA to stop them releasing Humira data,0
"""Smokin' loud sippin' lean..thee nigs square nicotine ..irene n a zip o lean. Loud made me cough I need medaScene"" @KingL",0
Archie is freaking out from thunder. Thunder shirt ain't working. Any ideas to calm doggie? Shaking like a leaf- do I give him my seroquel?,0
Prozac dosis needed,0
"(cont'd) Surprisingly, despite taken #Mirtazapine (30mg) this morning, I didn't KO. I've also took @Fluoxetine (30mg) & #Tianeptine (12.5mg)",0
@WeAreBullied Prozac. For a FUCKING THREE YEAR OLD.,0
Nothing tastes worse than lamictal absolutely nothing,0
"@lynnbett Off Venlafaxine which was pure hell for me, I can't switch these meds anymore, tired of feeling like shit all day.",1
"Did you know insanely intense dreams are a known side effect of venlafaxine? It's not an antidepressant, it's my Dream Fuel!",1
@will7201 snap!! Night xx #quetiapine,0
"Xgeva (Denosumab) Approved For Giant Cell Tumor Of The Bone Treatment, FDA: Xgeva (denosumab) has been approved by…",0
I am never taking baclofen and norflex the same day again. First I felt super drowsy but now I feel extremely high and it's freaking me out.,1
"@cintain I can't drink with my Lamictal for my seizures.  One drink and vertigo sets in. :(   Without epilepsy medication, yes, I do.",0
"@mamasnark I'm on Cymbalta, have been for 4 years. Was on Zoloft & Wellbutrin together before that.",0
"PharmaGossip: For AZ's Onglyza SAVOUR is not a saviour: 

AstraZeneca has suffered another drug trial setback.... http://bit.ly/16LOOJY ",0
@BaezaRush @Bugs818 @ImDiamonds_ @iBe_Laced is that a seroquel I see?,0
I need a lozenge,0
I get happy when i get a new bottle of zyprexa.,0
the Dot com/Prozac crash,0
"Internet usage, particularly Insta, Tweer and Facecrack are all very similar to Nicotine. You crave and get addicted, quickfix, repeat...",0
@ScarsNeverFade1 HAHA! docs dont know anything :P they put me on Seroquel and that doesnt help anybody. but there's big dif between,0
"On another call effexor mg pills programs (blood pressure, cholesterol, blood glucose screening, brown bag activities)",0
RT @PhilipGardiner: O’Dell on Triple DMARD therapy vs. Etanercept for MTX-IR RA pts features in this week’s NEJMhttp://www.nejm.org/doi/full/10.1056/NEJMoa1303006?query=featured_home …,0
"antipsychotics: quetiapine (sedation); olanzapine, risperidone, aripiprazole, lithium as augmenting agent",0
“@_StareAndGrin17: @pinoymommy @wawam oh my.G you silly ones!” - its the prozac & zoloft thats making us tweet these.,0
"@Angel_Long @PrincessDolly85 Cipro crippled me. You should also stay away from all other antibiotics in the same class (Levaquin, Avelox...)",0
"@lisabinkc @trainingwithra @dsymons Enbrel also available as prefilled syringe, much gentler. Pen leaves bruises! #rheum",1
"@Zymymar stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb.",1
The #Quetiapine is kicking in. Bizarre thoughts tonight. Tempted to take the whole lot. I won't - don't worry people. Just odd thoughts.,1
"@DreamingPerfect @RecoveryDiaries I used to take fluoxetine (prozac) too but it didn't work for me, so I'm on Efexor XL (venlafaxine) now!",0
"Why does Batman talk like that...? Needs a lozenge, maybe? *tangled in thought*",0
Depression hurts Cymbalta can help,0
Oh! There u are! :D RT @dephrank: Relationship status: 40mg of fluoxetine.,0
"""@haley_boggess: When depression hits, Cymbalta can't help"" tell me why this reminds me of our chapstick commercial? Omggg.",0
Cymbalta can help.,0
@yougotchelsea Johnny's Junior usually stay Jrs until they're old enough to need Boniva,0
Poor Justice Ginsburg. Someone better get her a throat lozenge and some tea after all this dissent reading. #SCOTUS,0
FDA Investigating Deaths Following Zyprexa Injections: The Food and Drug Administration (FDA) issued an alert ... http://bit.ly/19O0srA ,0
@Mlp_Timelord *offers a lozenge*,0
I haven't smoke a cig in weeks. The nicotine has finally worn off my system. Marijuana on the other hand....,0
Without Facebook a wood have never known how to eat a tic tac #lozenge,0
I get the horse pills. That's cool. But a little tiny fluoxetine 20mg? I admit I could be being insensitive.pic.twitter.com/dSo1F9Lr6X,0
"Oh hell, he's really unwell again. Problem this time is that he's denying it so won't take olanzapine tonight. What can I do?",0
"Shit, injected Humira last night into my leg and I just slammed my elbow down on the exact spot. Ouchie!!",0
Bayer says FDA requests more data on Xarelto for stent patients,0
Grateful for @pparx for the invaluable service.  I wouldn't be able to afford my Cymbalta otherwise.,0
Wanted to catch some rays in next few days b4 humira comes back but dont think gonna happen!,0
Just found a bunch of lists I made from when I was on Vyvanse sophomore year.,0
"Ah, the Sunday night sleep...my worst enemy. Do work trazodone #ZzZzZzZ",0
@sugar_sw33tz ill be better when we have a talk so that I know there aren't any side effects to you not taking ur cymbalta...lol,0
Moxifloxacin & doxycycline are eliminated in poop. The 1st 4 letters of the drugs rhyme. Poop also has 4 letters. #bonus #NAPLEXTipOfTheDay,0
RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
I aint #Worth shit anyway..Ima just #OverDose on this #Paroxetine..,0
"So Cymbalta used to be an antidepressant, now it's an arthritis medicine. So it's the same medicine that does a completely different thing?",0
